job_id,date,month,technician_id,technician_name,region,assigned_team,job_type,status,priority,dispatch_time_minutes,completion_time_minutes,first_time_fix,related_incident_id
JOB-2026-01006,2026-09-28,2026-09,TECH-036,Fajar K.,Makassar,Field Operations,Corrective Maintenance,Resolved,Medium,48,243,true,
JOB-2026-01279,2026-09-28,2026-09,TECH-047,Kirana V.,Jakarta,Enterprise Support,Preventive Maintenance,Resolved,Critical,48,91,true,
JOB-2026-01786,2026-09-28,2026-09,TECH-041,Kirana P.,Surabaya,Enterprise Support,Site Audit,Open,High,68,,true,
JOB-2026-00166,2026-09-29,2026-09,TECH-012,Gita M.,Medan,Customer Assurance,Preventive Maintenance,Closed,Medium,65,278,true,
JOB-2026-00629,2026-09-29,2026-09,TECH-043,Citra R.,Balikpapan,Field Operations,Installation,Resolved,Medium,94,338,false,INC-2026-01504
JOB-2026-00647,2026-09-29,2026-09,TECH-009,Joko J.,Jakarta,NOC Core,Corrective Maintenance,Closed,Medium,83,292,true,
JOB-2026-01466,2026-09-29,2026-09,TECH-010,Eka K.,Balikpapan,Enterprise Support,Preventive Maintenance,Closed,Critical,5,112,false,INC-2026-01301
JOB-2026-00097,2026-09-30,2026-09,TECH-004,Joko E.,Palembang,Enterprise Support,Preventive Maintenance,Resolved,Low,192,536,true,INC-2026-01337
JOB-2026-00159,2026-09-30,2026-09,TECH-028,Adit C.,Semarang,Field Operations,Corrective Maintenance,Closed,Medium,109,247,true,INC-2026-01469
JOB-2026-00410,2026-09-30,2026-09,TECH-032,Gita G.,Surabaya,NOC Core,Site Audit,Resolved,Low,176,413,true,
JOB-2026-00567,2026-09-30,2026-09,TECH-045,Eka T.,Jakarta,NOC Core,Installation,Resolved,Low,182,406,true,INC-2026-01650
JOB-2026-00808,2026-09-30,2026-09,TECH-050,Hana Y.,Jakarta,Enterprise Support,Site Audit,Closed,Low,186,394,true,INC-2026-01650
JOB-2026-00988,2026-09-30,2026-09,TECH-055,Kirana D.,Jakarta,Field Operations,Corrective Maintenance,Open,Low,186,,true,INC-2026-01650
JOB-2026-01373,2026-09-30,2026-09,TECH-058,Bima G.,Yogyakarta,Field Operations,Site Audit,Resolved,Medium,95,392,false,INC-2026-00686
JOB-2026-01781,2026-09-30,2026-09,TECH-044,Indra S.,Yogyakarta,Field Operations,Preventive Maintenance,Resolved,Medium,87,284,true,INC-2026-00686
JOB-2026-00118,2026-10-01,2026-10,TECH-027,Kirana B.,Makassar,Customer Assurance,Site Audit,Open,Medium,112,,false,INC-2026-02106
JOB-2026-00294,2026-10-01,2026-10,TECH-003,Lukman D.,Makassar,Enterprise Support,Site Audit,Closed,Medium,109,313,true,INC-2026-02106
JOB-2026-00972,2026-10-01,2026-10,TECH-049,Hana X.,Jakarta,NOC Core,Preventive Maintenance,In Progress,High,65,,true,INC-2026-00687
JOB-2026-01320,2026-10-01,2026-10,TECH-023,Bima X.,Denpasar,NOC Core,Site Audit,Closed,High,97,158,true,
JOB-2026-01678,2026-10-01,2026-10,TECH-057,Gita F.,Surabaya,Customer Assurance,Preventive Maintenance,Resolved,Low,206,415,true,INC-2026-01774
JOB-2026-00823,2026-10-02,2026-10,TECH-033,Fajar H.,Palembang,Fiber Maintenance,Installation,Closed,Medium,85,390,true,INC-2026-00508
JOB-2026-01305,2026-10-02,2026-10,TECH-029,Joko D.,Surabaya,Customer Assurance,Site Audit,Resolved,Medium,123,308,true,INC-2026-00291
JOB-2026-00393,2026-10-03,2026-10,TECH-060,Dewi I.,Bandung,Fiber Maintenance,Installation,Resolved,Low,200,376,false,INC-2026-00135
JOB-2026-00986,2026-10-03,2026-10,TECH-048,Dewi W.,Bandung,NOC Core,Installation,Resolved,Critical,16,213,false,INC-2026-01707
JOB-2026-00076,2026-10-04,2026-10,TECH-047,Gita V.,Denpasar,Customer Assurance,Preventive Maintenance,Closed,Low,179,493,true,
JOB-2026-00185,2026-10-04,2026-10,TECH-055,Dewi D.,Balikpapan,Field Operations,Site Audit,Closed,Medium,123,280,true,INC-2026-00310
JOB-2026-01270,2026-10-06,2026-10,TECH-044,Indra S.,Jakarta,Field Operations,Preventive Maintenance,Closed,Medium,93,297,true,INC-2026-01582
JOB-2026-01497,2026-10-06,2026-10,TECH-041,Adit P.,Medan,NOC Core,Installation,Closed,High,63,247,false,
JOB-2026-00284,2026-10-07,2026-10,TECH-007,Dewi H.,Yogyakarta,Field Operations,Site Audit,Closed,High,56,260,true,
JOB-2026-00657,2026-10-07,2026-10,TECH-040,Dewi O.,Balikpapan,Field Operations,Installation,Resolved,High,36,271,true,INC-2026-01079
JOB-2026-00778,2026-10-07,2026-10,TECH-006,Adit G.,Medan,Customer Assurance,Installation,Closed,Low,191,431,true,
JOB-2026-01019,2026-10-07,2026-10,TECH-026,Fajar A.,Yogyakarta,Field Operations,Corrective Maintenance,Closed,Low,179,370,false,INC-2026-01629
JOB-2026-01177,2026-10-07,2026-10,TECH-014,Adit O.,Surabaya,Field Operations,Installation,Resolved,Medium,105,266,true,INC-2026-00309
JOB-2026-01374,2026-10-07,2026-10,TECH-027,Kirana B.,Medan,Field Operations,Corrective Maintenance,Closed,Low,175,526,false,INC-2026-02158
JOB-2026-01577,2026-10-07,2026-10,TECH-032,Kirana G.,Semarang,Enterprise Support,Corrective Maintenance,Closed,Medium,120,334,true,INC-2026-01024
JOB-2026-00061,2026-10-08,2026-10,TECH-027,Citra B.,Yogyakarta,Customer Assurance,Corrective Maintenance,Open,Low,162,,false,INC-2026-01170
JOB-2026-00112,2026-10-08,2026-10,TECH-036,Joko K.,Bandung,Fiber Maintenance,Installation,Resolved,Medium,81,252,true,INC-2026-00410
JOB-2026-00229,2026-10-08,2026-10,TECH-047,Dewi V.,Bandung,NOC Core,Installation,Closed,Medium,118,346,true,INC-2026-00410
JOB-2026-01027,2026-10-08,2026-10,TECH-058,Lukman G.,Medan,Customer Assurance,Corrective Maintenance,Resolved,High,55,163,false,INC-2026-01047
JOB-2026-01404,2026-10-08,2026-10,TECH-059,Kirana H.,Jakarta,Enterprise Support,Corrective Maintenance,In Progress,Critical,26,,false,INC-2026-01120
JOB-2026-01437,2026-10-08,2026-10,TECH-043,Bima R.,Yogyakarta,Field Operations,Corrective Maintenance,Resolved,Medium,105,311,true,INC-2026-00938
JOB-2026-01525,2026-10-08,2026-10,TECH-037,Hana L.,Yogyakarta,Fiber Maintenance,Installation,Closed,Medium,109,160,false,INC-2026-00938
JOB-2026-01612,2026-10-08,2026-10,TECH-023,Dewi X.,Makassar,Fiber Maintenance,Corrective Maintenance,In Progress,Medium,85,,true,INC-2026-00673
JOB-2026-01659,2026-10-08,2026-10,TECH-059,Joko H.,Medan,Enterprise Support,Installation,Closed,High,33,158,true,INC-2026-01047
JOB-2026-01785,2026-10-08,2026-10,TECH-026,Fajar A.,Medan,Customer Assurance,Installation,Closed,High,41,253,true,INC-2026-01047
JOB-2026-00445,2026-10-09,2026-10,TECH-014,Gita O.,Medan,NOC Core,Preventive Maintenance,Closed,High,75,259,true,INC-2026-01949
JOB-2026-00894,2026-10-09,2026-10,TECH-044,Adit S.,Balikpapan,Fiber Maintenance,Corrective Maintenance,Resolved,High,54,238,true,
JOB-2026-01382,2026-10-09,2026-10,TECH-019,Lukman T.,Medan,Fiber Maintenance,Site Audit,Closed,High,59,240,true,INC-2026-01949
JOB-2026-00117,2026-10-10,2026-10,TECH-029,Gita D.,Semarang,Enterprise Support,Installation,Closed,Low,167,458,false,
JOB-2026-00415,2026-10-10,2026-10,TECH-002,Hana C.,Bandung,Fiber Maintenance,Installation,Open,Medium,116,,true,INC-2026-01963
JOB-2026-01749,2026-10-10,2026-10,TECH-016,Hana Q.,Medan,Enterprise Support,Corrective Maintenance,Closed,High,91,221,true,
JOB-2026-00183,2026-10-11,2026-10,TECH-036,Dewi K.,Yogyakarta,NOC Core,Installation,Resolved,High,52,196,true,INC-2026-00096
JOB-2026-00857,2026-10-11,2026-10,TECH-043,Fajar R.,Yogyakarta,NOC Core,Preventive Maintenance,Closed,High,22,160,true,INC-2026-00096
JOB-2026-01139,2026-10-11,2026-10,TECH-012,Gita M.,Yogyakarta,Fiber Maintenance,Site Audit,Open,Low,164,,true,INC-2026-00661
JOB-2026-01147,2026-10-11,2026-10,TECH-031,Lukman F.,Surabaya,Enterprise Support,Corrective Maintenance,Closed,Medium,73,280,true,
JOB-2026-01188,2026-10-11,2026-10,TECH-054,Lukman C.,Palembang,Fiber Maintenance,Site Audit,In Progress,Low,157,,true,INC-2026-00970
JOB-2026-00761,2026-10-12,2026-10,TECH-018,Adit S.,Medan,Fiber Maintenance,Corrective Maintenance,Closed,Low,167,446,true,INC-2026-01127
JOB-2026-01023,2026-10-12,2026-10,TECH-019,Fajar T.,Balikpapan,NOC Core,Installation,In Progress,Critical,39,,false,INC-2026-01502
JOB-2026-01231,2026-10-12,2026-10,TECH-027,Fajar B.,Jakarta,Field Operations,Site Audit,Resolved,Low,200,465,true,
JOB-2026-01779,2026-10-12,2026-10,TECH-024,Indra Y.,Surabaya,Field Operations,Installation,Resolved,Medium,83,352,true,
JOB-2026-00007,2026-10-13,2026-10,TECH-014,Kirana O.,Denpasar,NOC Core,Site Audit,Closed,High,86,272,true,INC-2026-01134
JOB-2026-00240,2026-10-13,2026-10,TECH-027,Indra B.,Palembang,Customer Assurance,Corrective Maintenance,Resolved,Low,161,387,true,
JOB-2026-00352,2026-10-13,2026-10,TECH-049,Citra X.,Denpasar,Fiber Maintenance,Installation,Resolved,High,58,297,false,INC-2026-01134
JOB-2026-01221,2026-10-13,2026-10,TECH-039,Adit N.,Semarang,Enterprise Support,Corrective Maintenance,Closed,Medium,113,281,true,INC-2026-01122
JOB-2026-01385,2026-10-13,2026-10,TECH-018,Eka S.,Semarang,Field Operations,Installation,Closed,Low,169,424,false,INC-2026-00951
JOB-2026-01456,2026-10-13,2026-10,TECH-041,Fajar P.,Palembang,Fiber Maintenance,Site Audit,Resolved,High,61,239,true,
JOB-2026-01543,2026-10-13,2026-10,TECH-035,Hana J.,Semarang,NOC Core,Installation,Closed,Low,173,390,true,INC-2026-00951
JOB-2026-01712,2026-10-13,2026-10,TECH-001,Eka B.,Denpasar,Enterprise Support,Site Audit,Resolved,High,57,261,false,INC-2026-01134
JOB-2026-01729,2026-10-13,2026-10,TECH-045,Fajar T.,Balikpapan,Enterprise Support,Preventive Maintenance,Resolved,Low,163,437,false,INC-2026-01014
JOB-2026-00236,2026-10-14,2026-10,TECH-046,Bima U.,Jakarta,Fiber Maintenance,Corrective Maintenance,Resolved,Low,200,379,true,INC-2026-00372
JOB-2026-00238,2026-10-14,2026-10,TECH-031,Citra F.,Jakarta,Field Operations,Installation,Closed,Critical,23,108,false,
JOB-2026-00675,2026-10-14,2026-10,TECH-017,Dewi R.,Semarang,Customer Assurance,Corrective Maintenance,In Progress,Low,172,,true,INC-2026-01805
JOB-2026-01048,2026-10-14,2026-10,TECH-039,Bima N.,Semarang,Customer Assurance,Preventive Maintenance,Resolved,High,74,202,true,INC-2026-01887
JOB-2026-01310,2026-10-14,2026-10,TECH-053,Lukman B.,Semarang,Field Operations,Corrective Maintenance,Closed,Medium,85,274,true,
JOB-2026-01431,2026-10-14,2026-10,TECH-017,Lukman R.,Makassar,NOC Core,Preventive Maintenance,Resolved,Low,163,437,true,INC-2026-01787
JOB-2026-00825,2026-10-15,2026-10,TECH-024,Eka Y.,Jakarta,Customer Assurance,Preventive Maintenance,Resolved,Medium,117,319,true,INC-2026-02094
JOB-2026-01576,2026-10-15,2026-10,TECH-056,Citra E.,Makassar,NOC Core,Corrective Maintenance,Closed,High,71,210,true,
JOB-2026-01780,2026-10-15,2026-10,TECH-015,Lukman P.,Makassar,Field Operations,Corrective Maintenance,Closed,Critical,7,147,false,INC-2026-00264
JOB-2026-00462,2026-10-16,2026-10,TECH-038,Fajar M.,Surabaya,Field Operations,Preventive Maintenance,Closed,Critical,6,167,true,INC-2026-00007
JOB-2026-00941,2026-10-16,2026-10,TECH-001,Joko B.,Yogyakarta,NOC Core,Preventive Maintenance,Resolved,Medium,118,342,true,
JOB-2026-01606,2026-10-16,2026-10,TECH-056,Bima E.,Balikpapan,Fiber Maintenance,Preventive Maintenance,Resolved,Medium,113,343,true,INC-2026-02193
JOB-2026-00064,2026-10-17,2026-10,TECH-046,Indra U.,Medan,Field Operations,Preventive Maintenance,Resolved,High,56,209,true,INC-2026-01424
JOB-2026-01315,2026-10-17,2026-10,TECH-026,Adit A.,Surabaya,Fiber Maintenance,Corrective Maintenance,Closed,Low,192,358,false,
JOB-2026-00114,2026-10-18,2026-10,TECH-009,Eka J.,Yogyakarta,NOC Core,Preventive Maintenance,Resolved,Low,214,384,true,INC-2026-00683
JOB-2026-01394,2026-10-18,2026-10,TECH-004,Adit E.,Denpasar,Enterprise Support,Preventive Maintenance,In Progress,Medium,123,,true,
JOB-2026-00048,2026-10-19,2026-10,TECH-012,Bima M.,Palembang,NOC Core,Corrective Maintenance,Resolved,Low,173,393,false,INC-2026-00298
JOB-2026-00418,2026-10-19,2026-10,TECH-027,Citra B.,Makassar,Field Operations,Preventive Maintenance,Closed,Low,161,469,false,
JOB-2026-00794,2026-10-19,2026-10,TECH-043,Bima R.,Medan,Enterprise Support,Corrective Maintenance,Closed,Low,229,448,true,
JOB-2026-01343,2026-10-19,2026-10,TECH-059,Bima H.,Palembang,Field Operations,Corrective Maintenance,Closed,Low,140,429,true,INC-2026-00298
JOB-2026-01399,2026-10-19,2026-10,TECH-047,Lukman V.,Surabaya,Enterprise Support,Site Audit,Resolved,Low,227,379,true,INC-2026-01511
JOB-2026-01602,2026-10-19,2026-10,TECH-007,Citra H.,Denpasar,Field Operations,Corrective Maintenance,Closed,Medium,122,310,true,
JOB-2026-01711,2026-10-19,2026-10,TECH-017,Lukman R.,Jakarta,Enterprise Support,Preventive Maintenance,Resolved,Critical,9,150,true,
JOB-2026-00012,2026-10-21,2026-10,TECH-029,Joko D.,Makassar,Customer Assurance,Installation,Resolved,Medium,104,281,true,
JOB-2026-00099,2026-10-21,2026-10,TECH-044,Lukman S.,Yogyakarta,NOC Core,Corrective Maintenance,Open,High,46,,true,
JOB-2026-00372,2026-10-21,2026-10,TECH-012,Adit M.,Medan,NOC Core,Installation,Resolved,High,50,290,false,
JOB-2026-00734,2026-10-21,2026-10,TECH-020,Adit U.,Balikpapan,NOC Core,Site Audit,Resolved,High,57,197,true,INC-2026-01402
JOB-2026-00839,2026-10-21,2026-10,TECH-043,Lukman R.,Bandung,Enterprise Support,Site Audit,Open,Medium,85,,true,
JOB-2026-01617,2026-10-21,2026-10,TECH-047,Hana V.,Balikpapan,Customer Assurance,Installation,Resolved,Medium,96,274,true,INC-2026-00201
JOB-2026-01696,2026-10-21,2026-10,TECH-059,Adit H.,Surabaya,NOC Core,Corrective Maintenance,Open,High,71,,true,INC-2026-01814
JOB-2026-00053,2026-10-22,2026-10,TECH-005,Lukman F.,Balikpapan,NOC Core,Corrective Maintenance,Resolved,High,49,181,true,
JOB-2026-01512,2026-10-22,2026-10,TECH-003,Fajar D.,Semarang,Customer Assurance,Preventive Maintenance,Closed,Low,171,528,true,INC-2026-00711
JOB-2026-00335,2026-10-23,2026-10,TECH-014,Joko O.,Balikpapan,Customer Assurance,Corrective Maintenance,Open,Medium,86,,true,INC-2026-00576
JOB-2026-00347,2026-10-23,2026-10,TECH-006,Joko G.,Semarang,Customer Assurance,Preventive Maintenance,Closed,Low,163,581,true,INC-2026-01751
JOB-2026-01051,2026-10-23,2026-10,TECH-015,Kirana P.,Yogyakarta,Customer Assurance,Preventive Maintenance,In Progress,Low,142,,true,
JOB-2026-01510,2026-10-23,2026-10,TECH-010,Adit K.,Palembang,Enterprise Support,Installation,Closed,Low,150,485,true,INC-2026-01297
JOB-2026-00006,2026-10-25,2026-10,TECH-016,Eka Q.,Yogyakarta,Customer Assurance,Site Audit,In Progress,Medium,108,,true,
JOB-2026-00122,2026-10-25,2026-10,TECH-042,Citra Q.,Palembang,NOC Core,Preventive Maintenance,Resolved,Medium,105,334,false,INC-2026-01845
JOB-2026-00528,2026-10-25,2026-10,TECH-057,Indra F.,Balikpapan,Field Operations,Preventive Maintenance,Resolved,Medium,81,305,true,INC-2026-00688
JOB-2026-00649,2026-10-25,2026-10,TECH-037,Adit L.,Jakarta,Fiber Maintenance,Site Audit,Closed,Low,212,518,true,INC-2026-01580
JOB-2026-01334,2026-10-25,2026-10,TECH-050,Eka Y.,Medan,Field Operations,Site Audit,In Progress,High,43,,true,
JOB-2026-01366,2026-10-25,2026-10,TECH-004,Hana E.,Palembang,Field Operations,Preventive Maintenance,Closed,Medium,86,325,true,INC-2026-01845
JOB-2026-00398,2026-10-26,2026-10,TECH-057,Bima F.,Denpasar,Customer Assurance,Corrective Maintenance,Closed,Low,174,443,true,INC-2026-01860
JOB-2026-01151,2026-10-26,2026-10,TECH-050,Lukman Y.,Makassar,Fiber Maintenance,Site Audit,Closed,High,47,349,true,INC-2026-00136
JOB-2026-01572,2026-10-26,2026-10,TECH-032,Fajar G.,Jakarta,Customer Assurance,Corrective Maintenance,Closed,High,65,294,true,INC-2026-01812
JOB-2026-01626,2026-10-26,2026-10,TECH-053,Eka B.,Denpasar,Enterprise Support,Preventive Maintenance,Closed,Low,183,387,true,
JOB-2026-00190,2026-10-27,2026-10,TECH-027,Indra B.,Denpasar,Field Operations,Installation,Resolved,Medium,96,241,true,
JOB-2026-00493,2026-10-27,2026-10,TECH-038,Dewi M.,Palembang,NOC Core,Site Audit,Resolved,Low,190,353,false,INC-2026-01254
JOB-2026-01281,2026-10-27,2026-10,TECH-040,Hana O.,Yogyakarta,NOC Core,Corrective Maintenance,Resolved,Critical,17,75,true,INC-2026-01056
JOB-2026-01750,2026-10-27,2026-10,TECH-029,Bima D.,Palembang,Fiber Maintenance,Preventive Maintenance,Resolved,Low,166,424,true,INC-2026-01254
JOB-2026-00650,2026-10-28,2026-10,TECH-041,Kirana P.,Balikpapan,Fiber Maintenance,Preventive Maintenance,Resolved,Low,194,531,true,INC-2026-01350
JOB-2026-00819,2026-10-28,2026-10,TECH-018,Gita S.,Balikpapan,Enterprise Support,Corrective Maintenance,Closed,Medium,91,331,true,INC-2026-01674
JOB-2026-01153,2026-10-28,2026-10,TECH-059,Adit H.,Yogyakarta,Enterprise Support,Installation,Closed,Low,165,406,false,
JOB-2026-01255,2026-10-28,2026-10,TECH-003,Bima D.,Surabaya,NOC Core,Installation,Closed,High,59,213,false,INC-2026-01918
JOB-2026-01641,2026-10-28,2026-10,TECH-018,Adit S.,Surabaya,NOC Core,Preventive Maintenance,Closed,High,65,183,true,INC-2026-01918
JOB-2026-00737,2026-10-29,2026-10,TECH-029,Eka D.,Balikpapan,Enterprise Support,Corrective Maintenance,Resolved,Medium,86,369,true,
JOB-2026-00865,2026-10-29,2026-10,TECH-008,Lukman I.,Balikpapan,NOC Core,Site Audit,Closed,Medium,86,305,true,INC-2026-00830
JOB-2026-01793,2026-10-29,2026-10,TECH-051,Fajar Z.,Makassar,Fiber Maintenance,Preventive Maintenance,Resolved,High,81,292,true,INC-2026-01263
JOB-2026-00940,2026-10-30,2026-10,TECH-053,Indra B.,Denpasar,NOC Core,Site Audit,In Progress,Low,163,,true,INC-2026-00583
JOB-2026-01064,2026-10-30,2026-10,TECH-025,Lukman Z.,Semarang,Enterprise Support,Corrective Maintenance,Resolved,Medium,115,353,true,
JOB-2026-01597,2026-10-30,2026-10,TECH-048,Kirana W.,Palembang,NOC Core,Preventive Maintenance,Closed,High,51,209,true,INC-2026-01984
JOB-2026-00463,2026-10-31,2026-10,TECH-021,Lukman V.,Medan,NOC Core,Corrective Maintenance,Resolved,Low,207,450,true,
JOB-2026-00542,2026-10-31,2026-10,TECH-051,Citra Z.,Makassar,Field Operations,Preventive Maintenance,In Progress,Medium,93,,true,INC-2026-01620
JOB-2026-00944,2026-10-31,2026-10,TECH-060,Gita I.,Medan,NOC Core,Preventive Maintenance,Closed,Medium,118,209,true,INC-2026-00864
JOB-2026-00129,2026-11-01,2026-11,TECH-029,Dewi D.,Denpasar,Customer Assurance,Installation,Closed,Medium,115,210,true,
JOB-2026-00160,2026-11-01,2026-11,TECH-049,Dewi X.,Surabaya,Customer Assurance,Installation,Closed,Low,173,386,true,INC-2026-01473
JOB-2026-00638,2026-11-01,2026-11,TECH-046,Adit U.,Surabaya,Enterprise Support,Installation,Resolved,Medium,93,234,true,INC-2026-01917
JOB-2026-01234,2026-11-01,2026-11,TECH-032,Adit G.,Jakarta,Customer Assurance,Installation,Closed,Critical,5,111,true,
JOB-2026-00057,2026-11-02,2026-11,TECH-041,Bima P.,Yogyakarta,NOC Core,Corrective Maintenance,Closed,Low,204,370,true,INC-2026-00134
JOB-2026-00568,2026-11-02,2026-11,TECH-060,Hana I.,Yogyakarta,Field Operations,Site Audit,Closed,Low,188,414,true,INC-2026-00134
JOB-2026-00938,2026-11-02,2026-11,TECH-052,Eka A.,Bandung,Customer Assurance,Corrective Maintenance,Resolved,High,76,261,false,INC-2026-01362
JOB-2026-01542,2026-11-02,2026-11,TECH-052,Hana A.,Palembang,Field Operations,Site Audit,In Progress,High,79,,true,
JOB-2026-01737,2026-11-02,2026-11,TECH-060,Bima I.,Bandung,Enterprise Support,Installation,Resolved,High,29,267,true,INC-2026-01362
JOB-2026-00071,2026-11-03,2026-11,TECH-006,Adit G.,Surabaya,Field Operations,Site Audit,Closed,Low,189,443,true,INC-2026-00037
JOB-2026-00205,2026-11-03,2026-11,TECH-012,Adit M.,Balikpapan,Field Operations,Corrective Maintenance,Closed,High,48,209,false,INC-2026-00427
JOB-2026-00382,2026-11-03,2026-11,TECH-047,Indra V.,Yogyakarta,Enterprise Support,Preventive Maintenance,Open,Medium,134,,true,
JOB-2026-00520,2026-11-03,2026-11,TECH-020,Hana U.,Jakarta,Field Operations,Preventive Maintenance,Open,Medium,104,,true,INC-2026-01540
JOB-2026-00775,2026-11-03,2026-11,TECH-024,Kirana Y.,Balikpapan,Customer Assurance,Installation,Resolved,High,44,230,false,INC-2026-00427
JOB-2026-00835,2026-11-03,2026-11,TECH-026,Joko A.,Surabaya,Enterprise Support,Preventive Maintenance,Closed,Low,195,421,true,INC-2026-00037
JOB-2026-00967,2026-11-03,2026-11,TECH-057,Adit F.,Medan,NOC Core,Preventive Maintenance,Open,Low,193,,true,INC-2026-00422
JOB-2026-01090,2026-11-03,2026-11,TECH-006,Indra G.,Jakarta,Fiber Maintenance,Corrective Maintenance,Resolved,Medium,65,244,true,INC-2026-01540
JOB-2026-01179,2026-11-03,2026-11,TECH-017,Joko R.,Medan,Customer Assurance,Site Audit,Closed,Low,209,510,true,INC-2026-00422
JOB-2026-00491,2026-11-04,2026-11,TECH-050,Eka Y.,Jakarta,Enterprise Support,Installation,Closed,High,65,227,true,
JOB-2026-00566,2026-11-04,2026-11,TECH-022,Fajar W.,Medan,NOC Core,Preventive Maintenance,Closed,Low,163,340,false,INC-2026-00800
JOB-2026-00767,2026-11-04,2026-11,TECH-022,Fajar W.,Surabaya,Customer Assurance,Installation,Open,Low,144,,true,INC-2026-00407
JOB-2026-01455,2026-11-04,2026-11,TECH-002,Lukman C.,Medan,Enterprise Support,Corrective Maintenance,Open,Low,176,,true,INC-2026-00800
JOB-2026-01506,2026-11-04,2026-11,TECH-044,Hana S.,Bandung,Field Operations,Installation,In Progress,Critical,23,,true,INC-2026-01059
JOB-2026-00038,2026-11-05,2026-11,TECH-019,Dewi T.,Balikpapan,NOC Core,Installation,Closed,Low,169,465,false,INC-2026-00671
JOB-2026-00214,2026-11-05,2026-11,TECH-049,Hana X.,Yogyakarta,Enterprise Support,Preventive Maintenance,Closed,Low,177,343,true,INC-2026-01378
JOB-2026-00301,2026-11-05,2026-11,TECH-041,Fajar P.,Bandung,Enterprise Support,Preventive Maintenance,Closed,Medium,94,367,true,INC-2026-00018
JOB-2026-00623,2026-11-05,2026-11,TECH-050,Dewi Y.,Palembang,Customer Assurance,Installation,Closed,High,57,190,false,INC-2026-00805
JOB-2026-00832,2026-11-05,2026-11,TECH-053,Lukman B.,Semarang,Field Operations,Installation,Closed,High,66,192,false,
JOB-2026-00885,2026-11-05,2026-11,TECH-053,Bima B.,Makassar,Customer Assurance,Site Audit,Resolved,Medium,82,264,true,INC-2026-01420
JOB-2026-00978,2026-11-05,2026-11,TECH-024,Gita Y.,Palembang,Customer Assurance,Corrective Maintenance,Open,High,43,,true,INC-2026-00805
JOB-2026-01243,2026-11-05,2026-11,TECH-005,Fajar F.,Palembang,Customer Assurance,Corrective Maintenance,Closed,High,79,236,true,INC-2026-00805
JOB-2026-01633,2026-11-05,2026-11,TECH-059,Kirana H.,Jakarta,NOC Core,Installation,Closed,Medium,125,327,false,INC-2026-01359
JOB-2026-01688,2026-11-05,2026-11,TECH-011,Bima L.,Yogyakarta,Fiber Maintenance,Site Audit,In Progress,Medium,89,,true,
JOB-2026-00107,2026-11-06,2026-11,TECH-037,Eka L.,Yogyakarta,Field Operations,Site Audit,Open,High,43,,false,INC-2026-01588
JOB-2026-00397,2026-11-06,2026-11,TECH-057,Bima F.,Jakarta,Enterprise Support,Site Audit,Closed,Medium,102,363,false,
JOB-2026-00852,2026-11-06,2026-11,TECH-050,Lukman Y.,Surabaya,Field Operations,Corrective Maintenance,In Progress,High,83,,true,INC-2026-00357
JOB-2026-01565,2026-11-06,2026-11,TECH-016,Adit Q.,Denpasar,Customer Assurance,Corrective Maintenance,In Progress,Low,183,,true,INC-2026-00498
JOB-2026-01720,2026-11-06,2026-11,TECH-035,Lukman J.,Balikpapan,Enterprise Support,Preventive Maintenance,Closed,Low,193,460,true,
JOB-2026-00143,2026-11-07,2026-11,TECH-058,Joko G.,Jakarta,Field Operations,Corrective Maintenance,Closed,Low,186,414,true,INC-2026-01859
JOB-2026-00861,2026-11-07,2026-11,TECH-047,Adit V.,Medan,Enterprise Support,Site Audit,Closed,Low,193,452,false,INC-2026-00218
JOB-2026-01666,2026-11-07,2026-11,TECH-019,Gita T.,Palembang,Customer Assurance,Corrective Maintenance,Resolved,Low,141,455,false,
JOB-2026-00959,2026-11-08,2026-11,TECH-036,Adit K.,Balikpapan,Fiber Maintenance,Installation,Resolved,Medium,79,359,false,
JOB-2026-00522,2026-11-09,2026-11,TECH-046,Kirana U.,Bandung,Customer Assurance,Site Audit,Closed,Medium,169,214,true,
JOB-2026-00084,2026-11-10,2026-11,TECH-008,Lukman I.,Medan,Enterprise Support,Installation,Resolved,Critical,6,148,true,INC-2026-00113
JOB-2026-00654,2026-11-10,2026-11,TECH-038,Eka M.,Medan,Customer Assurance,Installation,Resolved,Low,207,431,false,
JOB-2026-01043,2026-11-10,2026-11,TECH-059,Citra H.,Balikpapan,Field Operations,Installation,Open,Medium,65,,true,
JOB-2026-01091,2026-11-10,2026-11,TECH-032,Bima G.,Medan,NOC Core,Site Audit,Open,Critical,36,,true,INC-2026-00113
JOB-2026-01096,2026-11-10,2026-11,TECH-003,Bima D.,Makassar,Field Operations,Installation,Resolved,Low,187,475,true,
JOB-2026-01233,2026-11-10,2026-11,TECH-057,Bima F.,Bandung,Fiber Maintenance,Installation,Resolved,Medium,136,380,true,
JOB-2026-01693,2026-11-10,2026-11,TECH-024,Gita Y.,Denpasar,Enterprise Support,Preventive Maintenance,Resolved,Low,206,467,true,
JOB-2026-00268,2026-11-11,2026-11,TECH-025,Dewi Z.,Denpasar,Enterprise Support,Site Audit,Closed,Medium,93,275,true,
JOB-2026-00550,2026-11-11,2026-11,TECH-003,Lukman D.,Palembang,Customer Assurance,Installation,In Progress,Medium,113,,true,INC-2026-00571
JOB-2026-00565,2026-11-11,2026-11,TECH-027,Bima B.,Denpasar,Enterprise Support,Installation,Resolved,Medium,72,307,true,
